Sl No,Timestamp,Day of Week,Weekday/Weekend,Weather,Festival/Holiday,Calamities,Road Construction,Traffic Density,Time Delay (min),Vehicle Density (veh/km)
2610,2025-10-28 04:15,Tuesday,Weekday,Cloudy,None,None,None,Medium,10,51
2611,2025-10-28 04:30,Tuesday,Weekday,Cloudy,None,None,None,Low,1,29
2612,2025-10-28 04:45,Tuesday,Weekday,Cloudy,None,None,None,Low,0,35
2613,2025-10-28 05:00,Tuesday,Weekday,Rainy,None,None,None,Medium,6,58
2614,2025-10-28 05:15,Tuesday,Weekday,Light Rain,None,None,None,Low,0,40
2615,2025-10-28 05:30,Tuesday,Weekday,Rainy,None,None,None,Medium,6,60
2616,2025-10-28 05:45,Tuesday,Weekday,Clear,None,None,None,Low,5,22
2617,2025-10-28 06:00,Tuesday,Weekday,Sunny,None,None,None,Medium,7,56
2618,2025-10-28 06:15,Tuesday,Weekday,Clear,None,None,None,Medium,10,40
2619,2025-10-28 06:30,Tuesday,Weekday,Cloudy,None,None,None,Low,5,23
2620,2025-10-28 06:45,Tuesday,Weekday,Light Rain,None,None,None,Low,5,31
2621,2025-10-28 07:00,Tuesday,Weekday,Light Rain,None,None,None,Medium,5,66
2622,2025-10-28 07:15,Tuesday,Weekday,Clear,None,None,None,Medium,10,45
2623,2025-10-28 07:30,Tuesday,Weekday,Sunny,None,None,None,Low,5,34
2624,2025-10-28 07:45,Tuesday,Weekday,Clear,None,None,None,Medium,6,48
2625,2025-10-28 08:00,Tuesday,Weekday,Rainy,None,None,None,High,10,78
2626,2025-10-28 08:15,Tuesday,Weekday,Clear,None,None,None,Very High,44,159
2627,2025-10-28 08:30,Tuesday,Weekday,Rainy,None,None,None,High,11,112
2628,2025-10-28 08:45,Tuesday,Weekday,Cloudy,None,None,None,Very High,27,182
2629,2025-10-28 09:00,Tuesday,Weekday,Cloudy,None,None,None,High,18,79
2630,2025-10-28 09:15,Tuesday,Weekday,Cloudy,None,None,None,Very High,35,125
2631,2025-10-28 09:30,Tuesday,Weekday,Light Rain,None,None,None,High,24,81
2632,2025-10-28 09:45,Tuesday,Weekday,Clear,None,None,None,High,10,71
2633,2025-10-28 10:00,Tuesday,Weekday,Clear,None,None,None,Very High,44,135
2634,2025-10-28 10:15,Tuesday,Weekday,Light Rain,None,None,None,Very High,28,198
2635,2025-10-28 10:30,Tuesday,Weekday,Rainy,None,None,None,High,23,80
2636,2025-10-28 10:45,Tuesday,Weekday,Light Rain,None,None,None,Very High,31,157
2637,2025-10-28 11:00,Tuesday,Weekday,Cloudy,None,None,None,Medium,10,61
2638,2025-10-28 11:15,Tuesday,Weekday,Light Rain,None,None,None,Medium,7,42
2639,2025-10-28 11:30,Tuesday,Weekday,Sunny,None,None,None,Medium,10,43
2640,2025-10-28 11:45,Tuesday,Weekday,Cloudy,None,None,None,Low,2,37
2641,2025-10-28 12:00,Tuesday,Weekday,Cloudy,None,None,None,Low,2,24
2642,2025-10-28 12:15,Tuesday,Weekday,Rainy,None,None,None,Low,1,31
2643,2025-10-28 12:30,Tuesday,Weekday,Cloudy,None,None,None,Medium,9,41
2644,2025-10-28 12:45,Tuesday,Weekday,Cloudy,None,None,None,Medium,5,45
2645,2025-10-28 13:00,Tuesday,Weekday,Clear,None,None,None,Medium,7,44
2646,2025-10-28 13:15,Tuesday,Weekday,Light Rain,None,None,None,Low,0,34
2647,2025-10-28 13:30,Tuesday,Weekday,Clear,None,None,None,Low,3,23
2648,2025-10-28 13:45,Tuesday,Weekday,Sunny,None,None,None,Medium,5,48
2649,2025-10-28 14:00,Tuesday,Weekday,Light Rain,None,None,None,Low,3,39
2650,2025-10-28 14:15,Tuesday,Weekday,Clear,None,None,None,Low,2,29
2651,2025-10-28 14:30,Tuesday,Weekday,Clear,None,None,None,Low,5,36
2652,2025-10-28 14:45,Tuesday,Weekday,Sunny,None,None,None,Medium,8,40
2653,2025-10-28 15:00,Tuesday,Weekday,Clear,None,None,None,Medium,6,40
2654,2025-10-28 15:15,Tuesday,Weekday,Light Rain,None,None,None,Low,4,34
2655,2025-10-28 15:30,Tuesday,Weekday,Rainy,None,None,None,Medium,9,66
2656,2025-10-28 15:45,Tuesday,Weekday,Clear,None,None,None,Low,5,28
2657,2025-10-28 16:00,Tuesday,Weekday,Light Rain,None,None,None,Low,3,27
2658,2025-10-28 16:15,Tuesday,Weekday,Sunny,None,None,None,Medium,7,44
2659,2025-10-28 16:30,Tuesday,Weekday,Rainy,None,None,None,Medium,9,58
2660,2025-10-28 16:45,Tuesday,Weekday,Cloudy,None,None,None,Medium,5,54
2661,2025-10-28 17:00,Tuesday,Weekday,Light Rain,None,None,None,High,11,115
2662,2025-10-28 17:15,Tuesday,Weekday,Clear,None,None,None,High,23,90
2663,2025-10-28 17:30,Tuesday,Weekday,Clear,None,None,None,High,23,83
2664,2025-10-28 17:45,Tuesday,Weekday,Cloudy,None,None,None,High,21,120
2665,2025-10-28 18:00,Tuesday,Weekday,Light Rain,None,None,None,High,14,82
2666,2025-10-28 18:15,Tuesday,Weekday,Cloudy,None,None,None,High,11,110
2667,2025-10-28 18:30,Tuesday,Weekday,Clear,None,None,None,Very High,42,153
2668,2025-10-28 18:45,Tuesday,Weekday,Clear,None,None,None,High,16,94
2669,2025-10-28 19:00,Tuesday,Weekday,Cloudy,None,None,None,Very High,34,139
2670,2025-10-28 19:15,Tuesday,Weekday,Light Rain,None,None,None,High,17,98
2671,2025-10-28 19:30,Tuesday,Weekday,Sunny,None,None,None,Very High,31,131
2672,2025-10-28 19:45,Tuesday,Weekday,Light Rain,None,None,None,High,15,116
2673,2025-10-28 20:00,Tuesday,Weekday,Clear,None,None,None,High,12,90
2674,2025-10-28 20:15,Tuesday,Weekday,Rainy,None,None,None,Very High,29,154
2675,2025-10-28 20:30,Tuesday,Weekday,Clear,None,None,None,Very High,28,187
2676,2025-10-28 20:45,Tuesday,Weekday,Clear,None,None,None,Very High,43,124
2677,2025-10-28 21:00,Tuesday,Weekday,Light Rain,None,None,None,Medium,7,67
2678,2025-10-28 21:15,Tuesday,Weekday,Clear,None,None,None,Medium,9,41
2679,2025-10-28 21:30,Tuesday,Weekday,Cloudy,None,None,None,Medium,6,56
2680,2025-10-28 21:45,Tuesday,Weekday,Clear,None,None,None,Low,2,28
2681,2025-10-28 22:00,Tuesday,Weekday,Sunny,None,None,None,Medium,9,65
2682,2025-10-28 22:15,Tuesday,Weekday,Sunny,None,None,None,Low,2,25
2683,2025-10-28 22:30,Tuesday,Weekday,Light Rain,None,None,None,Medium,10,62
2684,2025-10-28 22:45,Tuesday,Weekday,Cloudy,None,None,None,Low,5,33
2685,2025-10-28 23:00,Tuesday,Weekday,Light Rain,None,None,None,Medium,7,65
2686,2025-10-28 23:15,Tuesday,Weekday,Light Rain,None,None,None,Low,3,21
2687,2025-10-28 23:30,Tuesday,Weekday,Light Rain,None,None,None,Low,3,22
2688,2025-10-28 23:45,Tuesday,Weekday,Rainy,None,None,None,Low,1,22
2689,2025-10-29 00:00,Wednesday,Weekday,Clear,None,None,None,Low,3,24
2690,2025-10-29 00:15,Wednesday,Weekday,Sunny,None,None,None,Medium,7,60
2691,2025-10-29 00:30,Wednesday,Weekday,Clear,None,None,None,Low,5,31
2692,2025-10-29 00:45,Wednesday,Weekday,Clear,None,None,None,Medium,9,47
2693,2025-10-29 01:00,Wednesday,Weekday,Light Rain,None,None,None,Medium,9,62
2694,2025-10-29 01:15,Wednesday,Weekday,Light Rain,None,None,None,Medium,7,42
2695,2025-10-29 01:30,Wednesday,Weekday,Light Rain,None,None,None,Medium,6,41
2696,2025-10-29 01:45,Wednesday,Weekday,Clear,None,None,None,Medium,5,45
2697,2025-10-29 02:00,Wednesday,Weekday,Light Rain,None,None,None,Medium,9,46
2698,2025-10-29 02:15,Wednesday,Weekday,Clear,None,None,None,Low,4,40
2699,2025-10-29 02:30,Wednesday,Weekday,Clear,None,None,None,Medium,7,50
2700,2025-10-29 02:45,Wednesday,Weekday,Light Rain,None,None,None,Low,4,33
2701,2025-10-29 03:00,Wednesday,Weekday,Clear,None,None,None,Medium,10,47
2702,2025-10-29 03:15,Wednesday,Weekday,Cloudy,None,None,None,Low,2,30
2703,2025-10-29 03:30,Wednesday,Weekday,Light Rain,None,None,None,Medium,5,52
2704,2025-10-29 03:45,Wednesday,Weekday,Clear,None,None,None,Low,2,25
2705,2025-10-29 04:00,Wednesday,Weekday,Clear,None,None,None,Low,2,32
2706,2025-10-29 04:15,Wednesday,Weekday,Clear,None,None,None,Low,3,36
2707,2025-10-29 04:30,Wednesday,Weekday,Sunny,None,None,None,Low,3,34
2708,2025-10-29 04:45,Wednesday,Weekday,Cloudy,None,None,None,Medium,8,50
2709,2025-10-29 05:00,Wednesday,Weekday,Clear,None,None,None,Low,4,29
2710,2025-10-29 05:15,Wednesday,Weekday,Clear,None,None,None,Medium,5,41
2711,2025-10-29 05:30,Wednesday,Weekday,Clear,None,None,None,Medium,9,55
2712,2025-10-29 05:45,Wednesday,Weekday,Clear,None,None,None,Medium,9,55
2713,2025-10-29 06:00,Wednesday,Weekday,Sunny,None,None,None,Low,2,30
2714,2025-10-29 06:15,Wednesday,Weekday,Sunny,None,None,None,Low,5,37
2715,2025-10-29 06:30,Wednesday,Weekday,Clear,None,None,None,Medium,10,43
2716,2025-10-29 06:45,Wednesday,Weekday,Cloudy,None,None,None,Low,5,34
2717,2025-10-29 07:00,Wednesday,Weekday,Rainy,None,None,None,Low,0,39
2718,2025-10-29 07:15,Wednesday,Weekday,Cloudy,None,None,None,Low,3,39
2719,2025-10-29 07:30,Wednesday,Weekday,Clear,None,None,None,Medium,9,42
2720,2025-10-29 07:45,Wednesday,Weekday,Clear,None,None,None,Medium,7,40
2721,2025-10-29 08:00,Wednesday,Weekday,Light Rain,None,None,None,High,17,73
2722,2025-10-29 08:15,Wednesday,Weekday,Clear,None,None,None,High,19,77
2723,2025-10-29 08:30,Wednesday,Weekday,Sunny,None,None,None,High,20,76
2724,2025-10-29 08:45,Wednesday,Weekday,Clear,None,None,None,Very High,40,177
2725,2025-10-29 09:00,Wednesday,Weekday,Cloudy,None,None,None,Very High,25,188
2726,2025-10-29 09:15,Wednesday,Weekday,Clear,None,None,None,Very High,33,172
2727,2025-10-29 09:30,Wednesday,Weekday,Clear,None,None,None,Very High,42,139
2728,2025-10-29 09:45,Wednesday,Weekday,Light Rain,None,None,None,High,22,112
2729,2025-10-29 10:00,Wednesday,Weekday,Light Rain,None,None,None,High,24,119
2730,2025-10-29 10:15,Wednesday,Weekday,Light Rain,None,None,None,High,24,80
2731,2025-10-29 10:30,Wednesday,Weekday,Light Rain,None,None,None,High,24,86
2732,2025-10-29 10:45,Wednesday,Weekday,Clear,None,None,None,Very High,42,172
2733,2025-10-29 11:00,Wednesday,Weekday,Light Rain,None,None,None,Low,2,33
2734,2025-10-29 11:15,Wednesday,Weekday,Light Rain,None,None,None,Medium,7,69
2735,2025-10-29 11:30,Wednesday,Weekday,Cloudy,None,None,None,Low,2,37
2736,2025-10-29 11:45,Wednesday,Weekday,Light Rain,None,None,None,Medium,5,58
2737,2025-10-29 12:00,Wednesday,Weekday,Cloudy,None,None,None,Low,2,31
2738,2025-10-29 12:15,Wednesday,Weekday,Cloudy,None,None,None,Medium,7,54
2739,2025-10-29 12:30,Wednesday,Weekday,Cloudy,None,None,None,Medium,5,57
2740,2025-10-29 12:45,Wednesday,Weekday,Clear,None,None,None,Low,1,32
2741,2025-10-29 13:00,Wednesday,Weekday,Light Rain,None,None,None,Low,3,28
2742,2025-10-29 13:15,Wednesday,Weekday,Light Rain,None,None,None,Medium,8,55
2743,2025-10-29 13:30,Wednesday,Weekday,Cloudy,None,None,None,Low,3,35
2744,2025-10-29 13:45,Wednesday,Weekday,Light Rain,None,None,None,Medium,10,70
2745,2025-10-29 14:00,Wednesday,Weekday,Light Rain,None,None,None,Low,4,35
2746,2025-10-29 14:15,Wednesday,Weekday,Rainy,None,None,None,Medium,5,55
2747,2025-10-29 14:30,Wednesday,Weekday,Clear,None,None,None,Low,0,39
2748,2025-10-29 14:45,Wednesday,Weekday,Clear,None,None,None,Low,0,23
2749,2025-10-29 15:00,Wednesday,Weekday,Clear,None,None,None,Low,4,21
2750,2025-10-29 15:15,Wednesday,Weekday,Clear,None,None,None,Low,2,39
2751,2025-10-29 15:30,Wednesday,Weekday,Clear,None,None,None,Medium,10,69
2752,2025-10-29 15:45,Wednesday,Weekday,Clear,None,None,None,Low,4,38
2753,2025-10-29 16:00,Wednesday,Weekday,Sunny,None,None,None,Low,0,35
2754,2025-10-29 16:15,Wednesday,Weekday,Sunny,None,None,None,Medium,7,68
2755,2025-10-29 16:30,Wednesday,Weekday,Clear,None,None,None,Medium,10,64
2756,2025-10-29 16:45,Wednesday,Weekday,Light Rain,None,None,None,Low,2,29
2757,2025-10-29 17:00,Wednesday,Weekday,Clear,None,None,None,High,25,93
2758,2025-10-29 17:15,Wednesday,Weekday,Light Rain,None,None,None,Very High,25,153
2759,2025-10-29 17:30,Wednesday,Weekday,Rainy,None,None,None,High,19,112
2760,2025-10-29 17:45,Wednesday,Weekday,Clear,None,None,None,High,13,96
2761,2025-10-29 18:00,Wednesday,Weekday,Clear,None,None,None,High,21,88
2762,2025-10-29 18:15,Wednesday,Weekday,Clear,None,None,None,Very High,29,178
2763,2025-10-29 18:30,Wednesday,Weekday,Clear,None,None,None,High,11,109
2764,2025-10-29 18:45,Wednesday,Weekday,Rainy,None,None,None,High,15,103
2765,2025-10-29 19:00,Wednesday,Weekday,Light Rain,None,None,None,High,20,93
2766,2025-10-29 19:15,Wednesday,Weekday,Clear,None,None,None,High,15,80
2767,2025-10-29 19:30,Wednesday,Weekday,Clear,None,None,None,High,20,119
2768,2025-10-29 19:45,Wednesday,Weekday,Clear,None,None,None,High,24,92
2769,2025-10-29 20:00,Wednesday,Weekday,Cloudy,None,None,None,Very High,27,177
2770,2025-10-29 20:15,Wednesday,Weekday,Light Rain,None,None,None,Very High,36,195
2771,2025-10-29 20:30,Wednesday,Weekday,Clear,None,None,None,Very High,31,151
2772,2025-10-29 20:45,Wednesday,Weekday,Clear,None,None,None,High,25,117
2773,2025-10-29 21:00,Wednesday,Weekday,Cloudy,None,None,None,Medium,10,50
2774,2025-10-29 21:15,Wednesday,Weekday,Clear,None,None,None,Medium,10,68
2775,2025-10-29 21:30,Wednesday,Weekday,Rainy,None,None,None,Medium,9,68
2776,2025-10-29 21:45,Wednesday,Weekday,Rainy,None,None,None,Medium,8,58
2777,2025-10-29 22:00,Wednesday,Weekday,Rainy,None,None,None,Medium,6,56
2778,2025-10-29 22:15,Wednesday,Weekday,Clear,None,None,None,Medium,6,55
2779,2025-10-29 22:30,Wednesday,Weekday,Clear,None,None,None,Medium,6,57
2780,2025-10-29 22:45,Wednesday,Weekday,Rainy,None,None,None,Medium,6,64
2781,2025-10-29 23:00,Wednesday,Weekday,Light Rain,None,None,None,Medium,7,68
2782,2025-10-29 23:15,Wednesday,Weekday,Clear,None,None,None,Low,3,21
2783,2025-10-29 23:30,Wednesday,Weekday,Clear,None,None,None,Medium,7,53
2784,2025-10-29 23:45,Wednesday,Weekday,Clear,None,None,None,Medium,9,61
2785,2025-10-30 00:00,Thursday,Weekday,Light Rain,None,None,None,Low,2,32
2786,2025-10-30 00:15,Thursday,Weekday,Rainy,None,None,None,Medium,5,43
2787,2025-10-30 00:30,Thursday,Weekday,Cloudy,None,None,None,Medium,7,43
2788,2025-10-30 00:45,Thursday,Weekday,Clear,None,None,None,Medium,9,54
2789,2025-10-30 01:00,Thursday,Weekday,Light Rain,None,None,None,Low,5,36
2790,2025-10-30 01:15,Thursday,Weekday,Clear,None,None,None,Low,0,39
2791,2025-10-30 01:30,Thursday,Weekday,Rainy,None,None,None,Medium,10,63
2792,2025-10-30 01:45,Thursday,Weekday,Clear,None,None,None,Low,3,28
2793,2025-10-30 02:00,Thursday,Weekday,Clear,None,None,None,Low,3,34
2794,2025-10-30 02:15,Thursday,Weekday,Clear,None,None,None,Low,2,39
2795,2025-10-30 02:30,Thursday,Weekday,Sunny,None,None,None,Medium,9,49
2796,2025-10-30 02:45,Thursday,Weekday,Rainy,None,None,None,Low,3,30
2797,2025-10-30 03:00,Thursday,Weekday,Clear,None,None,None,Low,1,20
2798,2025-10-30 03:15,Thursday,Weekday,Light Rain,None,None,None,Medium,7,68
2799,2025-10-30 03:30,Thursday,Weekday,Cloudy,None,None,None,Low,5,21
2800,2025-10-30 03:45,Thursday,Weekday,Clear,None,None,None,Low,3,34
2801,2025-10-30 04:00,Thursday,Weekday,Sunny,None,None,None,Low,1,20
2802,2025-10-30 04:15,Thursday,Weekday,Clear,None,None,None,Low,3,24
2803,2025-10-30 04:30,Thursday,Weekday,Light Rain,None,None,None,Low,5,21
2804,2025-10-30 04:45,Thursday,Weekday,Rainy,None,None,None,Low,3,20
2805,2025-10-30 05:00,Thursday,Weekday,Light Rain,None,None,None,Medium,8,55
2806,2025-10-30 05:15,Thursday,Weekday,Clear,None,None,None,Low,3,23
2807,2025-10-30 05:30,Thursday,Weekday,Cloudy,None,None,None,Low,3,31
2808,2025-10-30 05:45,Thursday,Weekday,Sunny,None,None,None,Low,3,38
2809,2025-10-30 06:00,Thursday,Weekday,Rainy,None,None,None,Low,1,39
2810,2025-10-30 06:15,Thursday,Weekday,Cloudy,None,None,None,Medium,5,66
2811,2025-10-30 06:30,Thursday,Weekday,Clear,None,None,None,Low,0,25
2812,2025-10-30 06:45,Thursday,Weekday,Clear,None,None,None,Low,5,25
2813,2025-10-30 07:00,Thursday,Weekday,Light Rain,None,None,None,Low,0,31
2814,2025-10-30 07:15,Thursday,Weekday,Clear,None,None,None,Low,0,25
2815,2025-10-30 07:30,Thursday,Weekday,Cloudy,None,None,None,Low,0,21
2816,2025-10-30 07:45,Thursday,Weekday,Clear,None,None,None,Medium,8,60
2817,2025-10-30 08:00,Thursday,Weekday,Light Rain,None,None,None,High,18,75
2818,2025-10-30 08:15,Thursday,Weekday,Sunny,None,None,None,High,17,102
2819,2025-10-30 08:30,Thursday,Weekday,Cloudy,None,None,None,High,20,82
2820,2025-10-30 08:45,Thursday,Weekday,Clear,None,None,None,High,23,91
2821,2025-10-30 09:00,Thursday,Weekday,Light Rain,None,None,None,Very High,35,168
2822,2025-10-30 09:15,Thursday,Weekday,Clear,None,None,None,Very High,39,200
2823,2025-10-30 09:30,Thursday,Weekday,Cloudy,None,None,None,Very High,30,165
2824,2025-10-30 09:45,Thursday,Weekday,Sunny,None,None,None,High,19,115
2825,2025-10-30 10:00,Thursday,Weekday,Clear,None,None,None,Very High,45,132
2826,2025-10-30 10:15,Thursday,Weekday,Clear,None,None,None,High,23,92
2827,2025-10-30 10:30,Thursday,Weekday,Clear,None,None,None,High,19,88
2828,2025-10-30 10:45,Thursday,Weekday,Clear,None,None,None,Very High,44,134
2829,2025-10-30 11:00,Thursday,Weekday,Light Rain,None,None,None,Medium,5,57
2830,2025-10-30 11:15,Thursday,Weekday,Rainy,None,None,None,Medium,9,66
2831,2025-10-30 11:30,Thursday,Weekday,Cloudy,None,None,None,Medium,10,46
2832,2025-10-30 11:45,Thursday,Weekday,Rainy,None,None,None,Medium,7,48
2833,2025-10-30 12:00,Thursday,Weekday,Light Rain,None,None,None,Low,0,32
2834,2025-10-30 12:15,Thursday,Weekday,Light Rain,None,None,None,Low,3,32
2835,2025-10-30 12:30,Thursday,Weekday,Cloudy,None,None,None,Low,2,31
2836,2025-10-30 12:45,Thursday,Weekday,Sunny,None,None,None,Low,1,24
2837,2025-10-30 13:00,Thursday,Weekday,Sunny,None,None,None,Medium,8,41
2838,2025-10-30 13:15,Thursday,Weekday,Cloudy,None,None,None,Low,4,28
2839,2025-10-30 13:30,Thursday,Weekday,Light Rain,None,None,None,Medium,5,62
2840,2025-10-30 13:45,Thursday,Weekday,Cloudy,None,None,None,Low,4,29
2841,2025-10-30 14:00,Thursday,Weekday,Rainy,None,None,None,Low,5,35
2842,2025-10-30 14:15,Thursday,Weekday,Clear,None,None,None,Medium,7,55
2843,2025-10-30 14:30,Thursday,Weekday,Clear,None,None,None,Low,0,40
2844,2025-10-30 14:45,Thursday,Weekday,Clear,None,None,None,Medium,6,41
2845,2025-10-30 15:00,Thursday,Weekday,Clear,None,None,None,Low,2,40
2846,2025-10-30 15:15,Thursday,Weekday,Rainy,None,None,None,Low,3,24
2847,2025-10-30 15:30,Thursday,Weekday,Cloudy,None,None,None,Medium,6,55
2848,2025-10-30 15:45,Thursday,Weekday,Rainy,None,None,None,Low,0,24
2849,2025-10-30 16:00,Thursday,Weekday,Rainy,None,None,None,Low,2,20
2850,2025-10-30 16:15,Thursday,Weekday,Light Rain,None,None,None,Low,5,21
2851,2025-10-30 16:30,Thursday,Weekday,Light Rain,None,None,None,Medium,6,40
2852,2025-10-30 16:45,Thursday,Weekday,Rainy,None,None,None,Medium,10,67
2853,2025-10-30 17:00,Thursday,Weekday,Cloudy,None,None,None,High,11,91
2854,2025-10-30 17:15,Thursday,Weekday,Cloudy,None,None,None,High,15,117
2855,2025-10-30 17:30,Thursday,Weekday,Light Rain,None,None,None,Very High,29,173
2856,2025-10-30 17:45,Thursday,Weekday,Light Rain,None,None,None,Very High,40,139
2857,2025-10-30 18:00,Thursday,Weekday,Cloudy,None,None,None,High,21,85
2858,2025-10-30 18:15,Thursday,Weekday,Sunny,None,None,None,Very High,33,134
2859,2025-10-30 18:30,Thursday,Weekday,Clear,None,None,None,High,24,81
2860,2025-10-30 18:45,Thursday,Weekday,Sunny,None,None,None,High,19,117
2861,2025-10-30 19:00,Thursday,Weekday,Clear,None,None,None,High,20,74
2862,2025-10-30 19:15,Thursday,Weekday,Cloudy,None,None,None,High,15,120
2863,2025-10-30 19:30,Thursday,Weekday,Cloudy,None,None,None,High,17,84
2864,2025-10-30 19:45,Thursday,Weekday,Clear,None,None,None,High,23,83
2865,2025-10-30 20:00,Thursday,Weekday,Sunny,None,None,None,Very High,44,140
2866,2025-10-30 20:15,Thursday,Weekday,Sunny,None,None,None,Very High,44,126
2867,2025-10-30 20:30,Thursday,Weekday,Light Rain,None,None,None,Very High,26,158
2868,2025-10-30 20:45,Thursday,Weekday,Rainy,None,None,None,High,11,79
2869,2025-10-30 21:00,Thursday,Weekday,Clear,None,None,None,Medium,8,56
2870,2025-10-30 21:15,Thursday,Weekday,Clear,None,None,None,Low,5,30
2871,2025-10-30 21:30,Thursday,Weekday,Cloudy,None,None,None,Medium,6,70
2872,2025-10-30 21:45,Thursday,Weekday,Light Rain,None,None,None,Medium,7,48
2873,2025-10-30 22:00,Thursday,Weekday,Clear,None,None,None,Medium,5,58
2874,2025-10-30 22:15,Thursday,Weekday,Clear,None,None,None,Medium,7,65
2875,2025-10-30 22:30,Thursday,Weekday,Clear,None,None,None,Medium,10,62
2876,2025-10-30 22:45,Thursday,Weekday,Clear,None,None,None,Medium,10,45
2877,2025-10-30 23:00,Thursday,Weekday,Sunny,None,None,None,Low,3,30
2878,2025-10-30 23:15,Thursday,Weekday,Clear,None,None,None,Low,3,23
2879,2025-10-30 23:30,Thursday,Weekday,Light Rain,None,None,None,Low,3,30
2880,2025-10-30 23:45,Thursday,Weekday,Rainy,None,None,None,Medium,7,42
2881,2025-10-31 00:00,Friday,Weekday,Rainy,None,None,None,Low,3,35
2882,2025-10-31 00:15,Friday,Weekday,Sunny,None,None,None,Low,3,22
2883,2025-10-31 00:30,Friday,Weekday,Light Rain,None,None,None,Low,5,33
2884,2025-10-31 00:45,Friday,Weekday,Clear,None,None,None,Low,5,31
2885,2025-10-31 01:00,Friday,Weekday,Light Rain,None,None,None,Medium,10,42
2886,2025-10-31 01:15,Friday,Weekday,Sunny,None,None,None,Medium,8,47
2887,2025-10-31 01:30,Friday,Weekday,Cloudy,None,None,None,Low,3,34
2888,2025-10-31 01:45,Friday,Weekday,Cloudy,None,None,None,Low,1,25
2889,2025-10-31 02:00,Friday,Weekday,Light Rain,None,None,None,Medium,10,47
2890,2025-10-31 02:15,Friday,Weekday,Light Rain,None,None,None,Low,0,27
2891,2025-10-31 02:30,Friday,Weekday,Clear,None,None,None,Medium,7,69
2892,2025-10-31 02:45,Friday,Weekday,Light Rain,None,None,None,Medium,10,52
2893,2025-10-31 03:00,Friday,Weekday,Rainy,None,None,None,Low,4,40
2894,2025-10-31 03:15,Friday,Weekday,Clear,None,None,None,Medium,10,64
2895,2025-10-31 03:30,Friday,Weekday,Sunny,None,None,None,Medium,7,47
2896,2025-10-31 03:45,Friday,Weekday,Cloudy,None,None,None,Medium,7,48
2897,2025-10-31 04:00,Friday,Weekday,Clear,None,None,None,Medium,8,62
2898,2025-10-31 04:15,Friday,Weekday,Clear,None,None,None,Low,4,34
2899,2025-10-31 04:30,Friday,Weekday,Clear,None,None,None,Medium,7,54
2900,2025-10-31 04:45,Friday,Weekday,Cloudy,None,None,None,Low,5,40
2901,2025-10-31 05:00,Friday,Weekday,Cloudy,None,None,None,Medium,6,68
2902,2025-10-31 05:15,Friday,Weekday,Clear,None,None,None,Low,4,36
2903,2025-10-31 05:30,Friday,Weekday,Light Rain,None,None,None,Medium,8,53
2904,2025-10-31 05:45,Friday,Weekday,Clear,None,None,None,Low,5,33
2905,2025-10-31 06:00,Friday,Weekday,Light Rain,None,None,None,Medium,10,52
